,text
472,수도권 사적모임 10명→6명 위드코로나 U턴했다 | 다음 뉴스 https://t.co/xMxhOmVGop 4인 이하 옆테이블 비우기 아니면 효과없다. 방역에도 문재인정부 특유의 간보기를 하는구나..
473,@dddaily_y_y 골디 할때 되면.. 위드코로나는 안할것같은.. 기분이에여
474,"위드코로나는 잘못된 표현입니다
단계적일상회복이에요
문파들이라도 잘못된 단어를 안쓰면 좋겠습니다
#우리대통령님이 단계작일상회복이 맞는표현이라고 그랬어요"
475,"이래도 위드코로나할 생각이 드나
위드가 아니라 다 죽게 겻어 https://t.co/gsIdf3iJoE"
476,"@oHspMlL51PBgInu 종식 여부가 중요할거같은데...
요즘처럼 확진자 수가 내년 3월까지 지속된다면 백신패스(백신접종증명서 또는 PCR음성확인서) 도입을 할거같아요...."
477,"12월 03일 23시 (12월 03일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 34 명
[재원 위중증] 736 명
[신규 입원자] 750 명
[오늘 확진자] 4,944 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
478,ㅠㅠ 가변석 날아가는 건가 ㅠㅠ 백신패스 도입이면 상관없나 ㅠㅠ 뭐 어케 되는겨 ㅠㅠ
479,위드 코로나에 요즘 공연∙예술계는 ‘이것’까지 합니다 (출처 : jobsN | 네이버 포스트) https://t.co/fyrHj38xyE
480,"12월 01일 16시 (12월 01일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 34 명
[재원 위중증] 723 명
[신규 입원자] 626 명
[오늘 확진자] 5,123 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
481,청소년 방역패스는 할 필요가 없다. 백신은 감염으로부터 보호해주지 못한다는 건 모두 알고 있는 사실이다. 그리고 청소년은 감염된다고 해도 자가치유가 된다. 접종자든 미접종자든 감염위험은 똑같다면 백신이 답이 아니라 방역을 효율적으로 하는 게 맞다.
482,@hauunuu 백신패스 진심 넘 오바에요...
483,"대표적인 정치 방역이, 막무가네 거리두기와 무조건 백신 접종인데, 안철수가 백신 패스를 통한 사실상 강제 접종을 반대하는 걸 본 적이 없다.  대체 아이들의 안전은 어쩌라는 건지. 백신 접종 후 사망자를 인정하는 것조차 본 적이 없어.. 정은경과 똑같아. https://t.co/DDM9SBkJQV"
484,"""접종후 생리 끊겼는데 또 맞으라네요""…백신패스 놓고 부글부글 https://t.co/vP68U7TZTq
◆ 커지는 방역패스 논란 ◆

대표적인 문제가 주로 혈액, 심장, 면역력 관련인듯...다 생명과 직결된 이상증세들이다..."
485,"11월 '위드 코로나'와 함께 신규 확진자 수도 급증했습니다.
https://t.co/sDNP5tYYPg"
486,"전세계적으로 백신접종을 강요하지 않고,백신패스를 적용하지 않는 지도자는 국민을 살리려는 지도자요, 백신강요와 백신패스 적용하는 지도자는 국민을 죽이는 지도자 이다. 이제 성인들이 깨어나야 나라를 구하고 아이들을 구합니다.백신접종을 요구하는 외식업체는 우리가 먼저 보이콧해야 합니다."
487,백신패스(일명 방역패스) 다시 한 번 결사 반대합니다 &gt; 대한민국 청와대 https://t.co/Z2YmzPWySD
488,"1/8 가는데.. 백신패스기도 하고 상황봐서 뭐라도 뽑아서 나눔해볼까🤔,,"
489,@toryemmaus 그러게요 넘 무서워요..ㅠㅠ부작용도 겪고 이런저런 소문도 도니까 더 심난한데 백신패스가 없으면 출근도 못할 지경이라ㅠㅠ휴..
490,난 맞고싶어도 못맞는데 백신패스 달리는 댓글 보면 건강상 미접종자들도 못들어오게 하는게 맞다는 글 개많음 ㅋㅋㅋㅋ 순간 눈물날뻔 햇음 ㅋㅋㅋㅋ 아니 저도 님이 무섭다고요
491,@0_E_young 나도 그래서 완전 고민중ㅠㅠㅠ맞기는 싫은데 백신패스땜에..ㅠㅠㅠ🥲
492,오늘 들은 말 중에 제일 얼탱 터지는 말은.. 찢이 대통령 되면 백신패스 없앨거니까 백신 안맞겠다는 말이었다..
493,돌아가는 상황 보니 백신패스 다 하는 거 아닌가? 그럼 더데빌도 하겠지? 그럼 내 가변석도 무사한거고? 국극은 백신패스 하면서 좌석 올오픈 이라며. 내가 3차도 맞겠다고. 가변석좀 살려줘 ㅠㅠ더뎁은 덕극이라 어차피 함성은 알아서 안 할거라 전석오픈 가능하지 않나?
494,백신패스장소에 학원은있는데 종교시설은없어....진짜..?
495,백신 맞고도 방역패스 사용해본 적 1도 없음
496,"@way2yoo 너 죽기 싫으면 당장 백신패스 취소해라 ***아, 교육청에 의사 1명이라도 있어서 정치적인 방역이지 의학적인 판단으로 내렸냐? 사탄 마귀같은 雙*
아"
497,"백신패스관 갈 생각 별로 없었는데 일단 나도 핫도그가 먹으러 가야겠고, 신메뉴 고디바를 생각보다 일찍 먹어야겠음"
498,코로나 살인백신과 백신패스 분쇄 범국민운동 1000만인 서명운동에 참여합시다.https://t.co/LTFoMPn1rO
499,"할배는 백신 접종도 하지 
않았는데...방역패스가 적용되지 않는다. 
할배에게 시비걸면 그 자리서 뼈도 못 추린다.
한편 나라가 디비진다.💀국정원 해킹사건(빨간 마티즈)에 
연루된 박지원 국정원장이 조만간에 체포되며 제거된다. 많관부!"
500,백신패스 문제를 지지여부와 연관짓는 거 애잔.
501,직알 뭐임 백신패스 무효화? 18살 안된사람들은 뭐어쩌라는건지
502,"⚠단계적 일상회복 2차 개편 '유보'
⚠특별방역대책 4주간 실시

*2021.11.29.(월)~12.26.(일) 4주간
💬정부 발표에 따라 단계적 일상회복 2차 개편을 유보하고 재택치료 전환, 병상 확보, 추가접종 시행 등 방역체계를 강화할 예정입니다. 
🔍자세히보기
https://t.co/LljOILJMSi https://t.co/h3AdPxnCcY"
503,백신 안 맞는 건 지 맘이긴 한데 백신패스보고 공산당이냐 그러는 건 뭐임? 이해가 안 가서
504,"@mudakdari 방역패스고 뭐고 의미가 전부 없어졋다니께...확진3-4천 찍었을때도 위드코로나...결국5천찍고...백신접종 권고..이게 나라냐
본진들도 감염에 안전 하다고는 장담 못해가지고 슬퍼 죽겠삼"
505,"'위드 코로나'시대 운동하는 법! 걷기·댄스·골프까지, 앱으로 합니다!  (출처 : 캐시워크 | 네이버 포스트) https://t.co/DuA2slcVJ9"
506,"위드코로나 끝!!
마지막 불금 힘내보자!! https://t.co/1UP43QfbFW"
507,아니 백신패스를 안하면 안되는데 계도기간 쌩으로 무시한거네? 이야......
508,"오오..코로나 7000명..
진짜 '위드' 코로나.."
509,"[기획연재] 위드 코로나 시대⑪...왜, 산타크로스는 굴뚝으로 오는가 https://t.co/4gCXstY4di"
510,"내가 가는 체육관엔 백신패스 도입 이후 상주하던 헬창들이 거의 사라졌다. 근돼 집단이 코로나 백신을 거부하기 때문인가? 우리나라 기레기들이 10% 미만의 마이너리티 집단을 이리 케어해준 경우가 있었던가? 뉴스가 이해 안되는 일인.

https://t.co/0lVKn9hPfz"
511,@gmsjms 학원업계는 웁니다. 저희도 요즘 우울의 연속이네요. 학부모 님들은 연락 오지 뭐라고 할 말은 없지.백신패스가 맞는다고 당장 주는것도 아닌데. 그냥 폐업하라는 소리죠.
512,"@TheBlueHouseKR 윤은혜 장관이 학생들한테 백신 강요 안하겠다고 분명히 말했는데 
백신 안맞으면 학원 못간다는게 백신강요지 뭡니까?? 
어른들도 부작용으로 죽기까지하는 배신을 애들한테 왜 강요해요??
애들  건들면 가만히 안있겠습니다
당장 청소년 백신패스 철회하세요!https://t.co/EVSkqDrJJI"
513,위드코로나 ㅋㅋ.. 왜 시행한거임 제한 없으면 사람들이 이렇게 막 사는데.. 직장에서 걸리는 거면 몰라도
514,"확진자 7000명 시대…＂준비 안 된 위드코로나에 의료진도 번아웃＂ (출처 : 머니투데이 | 네이버 뉴스) https://t.co/hbPnbKLw8i

윗대가리새끼들이 뭘모르니....밑에 직원들만 죽어나는거지...."
515,"12월 02일 19시 (12월 02일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 47 명
[재원 위중증] 733 명
[신규 입원자] 762 명
[오늘 확진자] 5,266 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
516,@_Satoru_C 그렇죠ㅠㅠ 위드 코로나라지만 갑자기 변이 코로나 떠버리고... 점점 더 방콕을 해야겠어요..ㅠ냥
517,"12월 07일 03시 (12월 06일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 41 명
[재원 위중증] 727 명
[신규 입원자] 681 명
[오늘 확진자] 4,325 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
518,"""아들 백신 맞고 사지마비됐는데…정부 방역패스, 2차 가해 아닌가요""https://t.co/vyzIMY1Gdm https://t.co/9WPYbRDsk7"
519,난...백신패스관에 대한 안좋은 기억만 있음... 무서워서 난 마스크 끼고 암것도 안 먹엇지만... 옆자리 분이 무슨 땅콩 같은 걸 비닐봉지에 넣어와서 영화 보면서 먹는데 비닐봉지가 바스락바스락 계속 소리나고... 그땐 정말 싫었다...적어도 비닐봉지만은 아니엇으면 좋았을건데...
520,아 짜즞ㄴ....코시국만 아니였음 백신패스든 방역패스든 아무 것도 안 하구 그냥 관극하면 되는 거 이니냐고...
521,7천명 되면 위드코로나 철폐한다 했을 땐 뭐야 할 생각 없다는건가 했는데 이 기세면 다음주에 7천명 될 듯;;
522,공연장도 백신패스@하네... https://t.co/GQH2yMbQBf
523,"코로나 백신패스 시민걷기대행진
12월 12일 일요일 오후 3시 
부전도서관 맞은편 놀이마루 앞

https://t.co/TPXWSpOJyR

#부산 #부산시민 #추가접종 #반대
#백신패스 #시민걷기 #서면 #부전도서관 #놀이마루 
#네이버 #교복 #키즈 #아이들 #자유 https://t.co/mFNv3ryRoF"
524,거리두기 4단계랑 집합금지 다시 실시해야하는게 길거리 나가보면 마스크 벗고 돌아댕기는 사람들 진짜 많아짐. 단계적 일상회복 시작이 너무 빨랐다고 생각한다 개인적으로... 확진자 5천은 에바잖아
525,@PMD_TeSTAR 아 다음날 저녁에 나오는 줄 알았어... 백신 패스만으로는 안된대 검사 결과 음성이 있어야 한대... 내일 일찍 나가서 해야겠다
526,백신패스관으로 스파이더맨 4d로 보러갈거야
527,"솔까 위드코로나라고 마스크 내리고 아주 그냥 좋다고 돌아댕기는 인간들 많은데, 의료진이라고 안돌아 댕기고 싶을까.
다 때려치고 나도 놀러다니고 싶고, 쉬고싶다......"
528,위드코로나 이후 코로나 사망자 1000명 병상대기도 1000명 넘어 https://t.co/wGGeGVAKf2
529,"뉴욕, 사기업에도 백신 의무화…어린이도 백신패스 적용 #SBS뉴스 https://t.co/DqFdtScchK"
530,"위드코로나ㅈ망하면 안되는데...
나 채린이 보러가야되 제밣...~ 이미망한거 같지만"
531,"@O_khee_ 자기아이는 백신맞아서 부작용있을까봐 겁나서 안맞히면서 그 날의 확진자 숫자는 카톡에 계속 올리는 엄마가 있답니다.
학원에서도 방역패스 한다니 이제사 마지못해 예약한다고 하더라구요. 
두 아이 모두 백신접종 완료한 저는 부작용도 생각안하는 부모가  되는 듯한 묘한 분위기...😑"
532,확진자들 늘기는 하는데 그래도 일상으로 단계적 회복 이루어지는 느낌이긴 하다;; 그동안 안 올라오던 무대극들이 갑자기 와르르 올라오네
533,"@elsterrier25 '단계적 일상회복' 
두달째... 
'지갑이 아작났다'"
534,[위드코로나] 백신패스 방역패스단말기 비대면체온측정 QR체크인 소상공인을 위한 태블릿pc https://t.co/V39GGiMYdX 파트너스 활동을 통해 일정액의 수수료를 제공 받을수있음 https://t.co/bMi4f6MatD
535,직관 티켓도 없는데 백신패스 발급 받으려고 쿠브 어플 깐 셀러발 치는 저 어때요? https://t.co/gYRjmHooPz
536,@ET_DRAWING 백신패스 너무 강요같아요..
537,@cheolsoo0919  안철수 후보님 80% 접종률에도 확진자 5천명이 넘는다는 건 크게 효과가 있는 것이 아니라는 얘기입니다. 백신 맞은 사람도 다시 감염되고 감염시키고 있습니다. 백신 맞고 죽어가는 사람도 있습니다. 백신패스는 아닙니다! 바닥민심은 백신패스에 대해 아주 부정적입니다. https://t.co/D6vWfZVNoz
538,@LQVE_JAE_0913 나 1차맞고...진짜 겁나 아파서 못 걸어다녀가지고 응급실갔다오고 막 이랬어가지고...무서워서 안맞다가...백신패스땨문에 맞기로함 ㅠㅜㅠ
539,"정부 방역조치 강화 방안에 따라 송은은 '방역패스 의무적용 시설' 지침이 적용됩니다. 
안전한 전시 관람을 위해 모든 관람객 분들의 백신 접종 확인 및 PCR검사 음성 확인을 진행합니다. 
방문시 아래와 같은 증빙 서류를 제시해주셔야 입장 및 관람이 가능합니다. https://t.co/z7noooAXVu"
540,백신패스 적용한 좋은 대회 https://t.co/8SYdoDcIsG
541,"백신패스를 하는것에 관해 어떻게 생각하는지
(식당 학교 등 들어갈때 필요하게되는 패스)"
542,"백신패스적용때매 그런지 
아직 학교가 안끝나서 그런지 
지금은 많이 없지만 이런말 하지 않을ㄹ ..
바빠지기 싫ㅇㅓㅓㅓ"
543,@OIA_____ ㅇㅏ..? 제에가 아직 백신패스가 안되는데... 요민수를 위해 검사를..¿...
544,"얘들아 나 백신패스 가능이다,"
545,뭐임 한국에는 백신 맞은 거 방역 패스라고 함??? 카드 같은 거 들고 다님? 여기는 그냥 백신카드 그래서 신분증이랑 들고 다니거나 사진 찍는데 한국은 뭐길래 말이 많아
546,"ㄹㅇ 솔직히 나도 확진자 는거까진 위드코로나면 당연하지 라고 생각하는데
병상 없고 그런게 너무.. 거슬리다해야되나? 신경쓰임..;; 
이렇게많이찍기전에도 제주도는 병상이 워낙 없어서 확진판정당해도 집에서격리 당햇잔아..;"
547,백신패스에 대해서는 나도 반대. 그러나 백신이 무조건 나쁘다고도 못하겠다. 과학을 종교처럼 믿어도 안되지만 종교가 과학을 대신할 수도 없다. 방역 정책의 부작용에 대해 책임지지 않는 정부가 문제지 아직 정권도 못잡은 야당 대표가 백신 옹호한다고 실망했다는 건 이해가 안된다.
548,헐; 백신패스 다 소용없
549,는 국민들을 나몰라라하며 무시하는 정부에대해 엄청난 환멸을 느낍니다. 사실상 인권침해와 엄청난 강제성을 가진 백신패스가 정부가 내놓은 정책입니까?? 제발 눈과 귀를 닫지 마시고 제발 좀 국민들의 소리를 들어주세요.
