,han_text
1208,참 말을 거지같이 하는 게 아니꼬아서 말을 얻는데 백신 패스는 접종자에게 혜택을 주어 접종률을 높이자는 취지이지 미접종자를 차별하자는 제도가 아니죠 그리고 몸 건강과 알레르기는 별도의 얘기고 건강상의 이유로 백신을 못 맞는다고 하더라도 일상생활은 가능한 분들이 많습니다
1209,ㅋㅋㅋㅋ 위드 코로나 빠와 
1210,흠 조만간 백신 패스 저거 스티커 붙이러 동사무소 가야겠구먼
1211,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
1212,영화관만이 아니라 식당 카페 공연장 박물관 미술관 등등등 다 백신 패스 필수
1213,차 백신은 맞아야 방역 패스 적용 가능함 그냥 부작용이고 뭐고 백신 안 맞으면 아무것도 못한단 소리임 하 무조건 백신 맞지 말라고 하는 안티 백서는 아니지만 그래도 정말 나라에서 부작용 나온 사람들을 신경 좀 써줬으면 좋겠음 차 백신 맞고 안 아플 거라는 보장도 없는데 방역 패스 먼저 실행하는 건
1214,헛소리 말고 백신을 접종 시켜라 시민 학부모단체 청소년 방역 패스는 인권 침해 진정 제기  다음 뉴스 
1215,백신 불안감과 무용론을 이용해 정치적 이득을 보려는 세력들은 온통 댓글로 포털사이트를 점령했다 흔히 말하는 사이버 부대다 미국은 독감백신으로 한해 만 명의 사망자가 발생한 다급조 된 코로나 백신으로 그나마 억제되던 코로나도 결국 위드 코로나를 시행하며 무너졌다
1216,나흘 전만 해도 위드 코로나 단계적 일상 회복 와 관련해 후퇴는 없다고 한 정부가 델타와 오미크론 변이의 협공에 두 손을 들었습니다 
1217,헐 갑자기 엘칸토 존나보고싶어짐 응 백신 패스 안됨
1218,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
1219,미쳤나 백신패스관밖에 없음 
1220,병원에서 백신 맞지 말라고 한 사람은 방역 패스 어떻게 ㅜㅜ
1221,백신 패스한다고 하니까 수영장 입장을 백신 배지 사진 찍은 거 보여주고 들어왔다는 할머니 있었음 
1222,ㅅㅂㅋㅋ 백신 패스 ㄱ
1223,접종 완료율  일 확진자 명 돌파질병청 통계를 보면 백신 예방 효과는 약   완료다 만 중 만 명은 돌파 감염 가능성 접종 미완 인구는   이게 약 만 명 델타 전염성이 강하고 위드 코로나 중이니 이만 명 중에서 하루 천 정도 확진 접종 서두르고 부스터 샷도
1224,백신 패스 물론 접종자 검사 음성 기록지 제출자 로만 모인 공간이면 조금 더 안전은 할 수도 있지만 난 백신 패스 명시한 공간에서 백신 접종 자라고 더 방역수칙 안 지키고 있을게 더 무서움
1225,위드 코로나 당장 그만두라고
1226,일정 년 월 일화 오후 시 장소 롯데콘서트홀 연월일부터 시행되는 공연장 방역 패스 적용 원칙에 따라 백신 접종 완료다 차 접종 후 일 경과 짜와 밀접 종시  검사 음성확인서 소지자만 시간 이내 진행한 검사만 효력 인정 공연 관람이 가능합니다
1227,아씨발 백신 패스 관 이 지랄하더니만
1228,오미크론 확진자로 인해 일상적 단계 회복 잠정 중단 검토 어제 티켓팅이라는 걸 했는데 냄새가 나네요 취소 냄새 하 시팔 안 잡아 안 해 티켓팅 안 해 시팔
1229,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
1230,일본 두 번째 오미크론 감염자 확인자 국민 입국도 통제 그동안 일본 언론과 토착 왜구 언론들에선 일본 방역과 비교해 위드 코로나를 시행한 대한민국 까내리기 바빴는데 일본에선 이번만큼은 그 어디보다 발 빠르게 대처한다 정신을 차렸을 리는 없고 이제 끝이구나
1231,확진자 급증에 청소년 백신 패스 강행 해외는 출처    네이버 뉴스 
1232,코로나 아이들에 대한 백신 접종 백신 패스 반대 국민청원 
1233,근데 레베카 백신 패스 땜에 그런데 쿠브깔면 되나요
1234,와 두 아센  백신 패스한다는 거네
1235,청소년 방역 패스 도입 반발에 정부 감염 위험 보호계획대로 추진 출처    네이버 뉴스  이걸로 정권 뺏길 수도 있음 백신 맞아야 하는 학생들 부모 나이 대가인데 뭐야 좀 더 안정적인 백신 노바백스 국내 백신이 승인 신청하고 임상상인데 강제로
1236,백신 패스 너무한 거 아니나 진짜 당황스러워
1237,서울 도서관도 백신 패스 적용 이런 곳이 점점 늘어나겠지 
1238,백신 패스 결사반대 만명 동의 얻어낸 고의 분노 청원 출처  중앙일보  네이버 뉴스 
1239, 백신 패스 관운 돼요
1240, 조심스럽지만 어르신들이 그렇고 백신 부작용이라든가 재수 없는 젊은 분들이 안타깝게 그런 건데 유럽이랑 비교하기 좀 그렇지만 유럽은 사망자도 높았고 초반 백신도 빠르게 완료했죠 입출국 제한 빡세게 했고  지금 유럽 변이 나와도 그냥 위드 코로나 그 자체 아닙니까
1241,아니네 다행이다 만세 미만은 백신 패스 적용 아니래 월부터래 그것도 좆같긴 한데 어쩌겠어
1242,유흥업소에 사람 가득하니 많을 수밖에 아마 천명 이상도 곧 나올 듯 대꾸 위드 코로나 이후 위중증 환자 사망자 급증 
1243,  그래서 지금 십수만의 백신 부적용자 여명의 사망자에 대해서는 무슨 대책을 내놓으셨나요 이게 신의 영역이라 굽 셔 마스크도 벗지 않는 도서관과 학원에 백신 패스를 하는 게 무슨 미접종 아이들 보호가 되나요 차라리 마스크 벗고 급식하는 학교를 온라인 수업으로 대체하던지
1244, 위드 코로나가 저딴 의미는 아닐 텐데 이제 진짜 될 대로 되라라는 건가 누구 맘대로 박 씨
1245,데미안 비더게 부르트 방역 패스 운영 안 내본 공연은 코로나 단계적 일상 회복 전환에 따른 사회적 거리두기 지침이 개편됨에 따라 관객 전원에 대해 백신 접종 완료 증명 및  음성 확인제가 진행됨을 안내드립니다
1246,백신 패스 욕하는 사람은 대체 어쩌라고 부작용 무서워서 접종 못하겠다면서 그럼에도 접종한 사람에 대한 혜택은 주면 안 된다고 뭔 거지 같은 논리야 어제오늘 주변 확진자 땜에 정신없고 열받아서 진짜
1247, 애들은 건드리지 말아라 지금 각종 커뮤니티에서 청소년 백신 패스 들끓고 있다 
1248,   네놈들 위드 코로나는 망했어 
1249,최근 가장 황당했던 경험은 대학병원에 심근염 검사받으러 갔는데 거기 과장님이 나한테 위드 코로나 관련 고민 및 신세한탄 털어놓음
1250,쟨 하 표수령 할 때 신분증 필요한가요 백신 패스 때문에 혹시나 해서요
1251,백신 패스하지 마 그냥 집에 쳐있으라고 진짜
1252,백신 패스일 명 방역 패스 다시 한 번 결사반대합니다 강제 백신 반대  백신 패스 백신 패스 반대 미접종자 미접종자 차별
1253,위드 코로나 이후 수도권 비수도권 확진자는 더 늘어나고 변이 바이러스 때문에 더 늘어날 것으로 봐 일도 전에 중대발표 단계로 다시 돌입 접종 완료 자는 단계보다 약하게 적용 어휴 
1254,어 맞다 백신 패스 까먹고 안 깔았네
1255,그럼 엠개 백신 패스 회차는 어떻게 되는 거임
1256,네이버 블로그 위드 코로나 시대를 위한 소독방역용품
1257, 그러게요 근데 백신 패스 관하라 열심히 알아보는 중
1258, 나라가 ㅜ ㅜ  온종일 백신 패스 땜에 남녀노소 할 거 없이 아주 어떤 어르신은 카운터 앞에서 분을 서가 지구 내가 뭘 해주고 싶어도 자기 핸드폰 번호를 모른다는데 내가 멀 어떻게 아주 그냥 주문은 밀리고 확인은 해야 대구 그냥 허기 귀찮으니까 뭐든 모른다고 막 잡아떼는 애도 잇고 아주 그냥
1259,여론조사 가까이 백신 패스 도입 찬성하는데 언론만 보면 반대 여론이  가까이 되는 것처럼 보임 심지어 조사는 조사라서 보수층이 과표 집 되는데도 이 정도 기러기들은 죽여도 돼  
1260,나 백신 차도 잘 넘어갔다 야호 이제 주 지남 백신 패스 잘 쓰면서 돌아다닐 수 있음 개 좋아
1261,개 머저리 같은 놈들 진짜 단계적 일상 회복이랍시고 너무 일찍 무리한다 싶었다
1262,인천교회 오미 클론 집단감염 사건을 경험하면서 교회를 포함한 종교시설에는 백신 패스 적용을 해야 한다 일부 교회에선 백신 거부까지 한다는데 우리 사회의 악의 축이 된다는 걸 알려야 한다
1263,나는 진짜 그냥 백신 패스하고 접종자들 자기들끼리 돌파 감염돼서 그 와중에도 미접종자 탓하면서 게거품 물다가 다 뒤지고 자연 종식 단계 밟았으면 좋겠음 자기들 일상 회복하자고 미접종자 보고 뒤지라는데 자기들끼리 부대끼고 죄다 걸렸으면 좋겠음 거리두기가 더 중요하다 똘구들아
1264,정부 청소년 방역 패스 소통 부족했지만 그래도 백신 맞아야 한목소리  다음 뉴스  정부의 청소년 방역 패스 소통은 부족했지만 그래도 백신을 맞아야 한다는 목소리를 냈습니다
1265, 보니까 방역 패스로 쳐주는 백신 기간이 개월인가 본데 나도 아슬아슬한데 뭐야 제 서로 돌려줘요
1266,속보 이스라엘 보건부는 오늘 차 백신 접종을 곧 승인할 것이라고 발표했습니다 즉 번 접종한 사람이 번 접종하지 않은 사람은 모두  패스가 취소됩니다 번 접종한 사람과 마찬가지로 각 나라들마다 백신을 맞히려고 안달하는 거 보니 돈줄 쥐고 있는 사람이 기한을 정해놓았나 보네 
1267,담 주 수요일에 노우ㅐ이홈 보러 가려고 했는데 백신 패스 관만 열어놔서 친구 못 가서 혼자 봐야돼ㅠㅠㅠㅠㅠㅜ
1268, 배 백신 패스 어
1269,포토뉴스 위드 코로나에서 위기 코로나
1270,코로나 유럽 백신 패스 등 규제 반대 시위 거세져    코리아 
1271,프랑스에서 백신 패스 도입할 때 ㅋㅋㅋㅋ 이야 저걸 안 맞네 바보들인가 비웃었던 내가 멍청이 짓
1272,싱가포르 위드 코로나의 성공 비결은 한국 기자들이 없어서
1273,백신 패스 있어야 영화관 갈 수 있다길래 미리 했지
1274,더 보이즈 더비전 팬 콘 양도 구해요 첫 중막 자리 상관없습니다 입장까지 최대한 도와주실 분 우대합니다 신분증 백신 패스 날짜 구역 가격 제시해서 디엠 주세요 최대한 맞춰드립니다 취소표도 좋아요 구역 좌석 정보도 제시해서 디엠 주세요 더 브이존 팬 콘 양도
1275, 위드 코로나 압수
1276,  백신 접종을 강요하는 집단이 있다면 그 즉시 해당 조직에서 퇴거 조치해주시기 바랍니다 교육 집단이 아닌 살인 집단의 지침 받는 하청 집단이거든요 백신 패스 살인 백신 접종 패스 강제화
1277,와 이렇게 확진자 천명 넘네 단계적 일상 회복 가능할까 
1278,월일 시 월일 시 기준 대한민국의 코로나 바이러스 현황 오늘 사망자  명이 재원 위중증  명이 신규 입원자  명이 오늘 확진자  명이 드 코로나 단계적 일상 회복 코로나 바이러스감염증 국내 확진자
1279,위드 코로나 시작한다면서 확진자는 발표 안 하기로 했던 것 같은 대중 증자와 사망자 수만 발표한다고 안 그랬나 나의 착각인가
1280,백신 미접종자의 검사나 치료를 본인이 부담하게 미접종자는 재택근무만 하게 벌금을 부과 독일처럼 필수 목적 외 외출을 금지하는 정도는 돼야 백신 의무화라고 할 수 있다는 것이 지갑의 호소 방역 패스는 백신 미접종자 보호 전략 백신 의무화 아냐  다음 뉴스 
1281,풀 영상 더불어민주당 송영길 당 대표 조동현 관련 입장 표명  정부 위드 코로나 후퇴 없다 이틀 새 확진자 명 넘어 윤석열 종전선언 말고 코로나 방역 집중할 때  
1282,청소년 백신 접종  방역 패스 어떻게 생각하십니까  뉴스 투표
1283,돌잔치 종교시설 여기야말로 백신 패스 적용 시급해 보이는데
1284,광고 조다 근데 위드 코로나는 쓰지 말자더니 공익광고에서도 쓰고 앉았네
1285,오미크론의 전파력을 고려할 때 이제 추적조사법은  개미 떼에 기관총 쏘는 꼴이다 연말에  한 주일 만이라도  셧다운 해서 델타 변이 환자 수를 대폭 줄이고 추적조사 없애고 여러 방역조치들  마스크 빼고 다 없애자 진짜  위드 코로나로  나가자
1286, ㅅㅂ 백신 패스 모르냐
1287, 아니 혼자 안 낄 거면 집에서 하던가 아예 차단된 인용으로 가던가 ㅋㅋㅋㅋ개빡침 개만 아 진심 코스트는 기본 그냥 안 하고 있는 사람 짱만 어 위드코로나이후더많아진듯ㅡㅡ ㅇㅔ휴 우리 깜찍이 가 고생이 만 구나
