,text
1319,@MamMa_AT 에이 설마  5000명도예상했는데 다시 위드코로나 취소할리가
1320,한범덕 청주시장 “위드 코로나 첫 걸음은 방역수칙 준수” https://t.co/g0Vh4QYPuT
1321,"◀(11. 25. 8시 기준)

✅확진환자 34명 (3,802), 해제 60명 (3,472), 치료중 -26명 (330), 자가격리자 148명 (740), 전일 검사자 4,026명
11. 1.부터 6주간 단계적 일상회복 1차 개편 시행 

◀파주시 선별진료소 및 검사소 운영(5개소) https://t.co/tWZhEYVwkM"
1322,"11월 19일 신문

- 여의도.대치.송파 ‘오세훈표 재건출’ 급물살
- 위드 코로나의 역습, 유럽 통행금지 부활
- 바이든 ‘유가와의 전쟁’.. “정유사 불법행위 조사하라”
- 한화솔루션, 미 태양광 밸류체인 구축
- “내년은 동박의 시대” … S.I.S 본격 재평가
  SKC, 일진머티리얼즈, 솔루스첨단소재"
1323,"★코로나19 단계적 일상회복 1차 개편 (11.1.~ )
※사회적 거리두기 6주(4주 운영, 2주 평가) 간격으로 3차례 완화 조치 https://t.co/c1hRR1CsCy"
1324,"23일 코로나 확진자 4116명중 

서울 1735명 
경기 1184명 

거의 3000명은 서울 .경기 
위드 코로나 하라니까 그냥 
정신줄 놓고 사는 구만 아주 ㅋㅋ"
1325,백신패스관 개꿀 이터널스 보고올개 https://t.co/Wyzn1Iiir7
1326,"""위드 코로나 비상..유럽형 방역조치 배제 못해"" | 다음뉴스 https://t.co/Vs387QLs94"
1327,SM이 돌았구나 아무리 위드 코로나라고 해도 그렇지 오오프콘을 세번이나 여냐 미친놈들
1328,"11월 20일 09시 (11월 19일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 28 명
[재원 위중증] 499 명
[신규 입원자] 573 명
[오늘 확진자] 3,034 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
1329,"실질적인 불이익
백신 1차 맞고 3~4주 지나야 2차 맞고 거기에 2추 더 기다려야 하는데, 계도기간은 고작 2주
1차도 인정해 주던가 기간을 늘렸어야지
오늘부터 헬스장 등 백신패스···위반하면 ˙10만원˙ (출처 : 서울경제 | 네이버 뉴스) https://t.co/dvOsMtEEfL"
1330,"11월 15일 14시 (11월 15일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 12 명
[재원 위중증] 471 명
[신규 입원자] 401 명
[오늘 확진자] 2,006 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
1331,"@tree0217 근데 위드코로나들어가면 이렇게될거란게 보이긴했자나?
4천넘었음ㅋㅋㅋㅋ"
1332,"지금 백신패스니 부스터샷이니 하는 애들 논리는 결국
""코로나 언젠가는 걸릴텐데 계속 맞아야지"" 이건데

그게 코로나 감염보다 더 위험한데?
이건 그냥 상식의 문제인데?

이거 지금보니까 백신 찬양론자들 논리랑
마약쟁이들 논리가 똑같네?
""안 맞으면 살아갈수가 없어요~"""
1333,코로나 4천명.. 위드코로나 일시중단 위기라고? ㅠㅠㅠㅠ아.. 아.. 아아.. 살려줘 작년 겨울 공연 취소의 아픔이 찾아오지 않게 해줘 나에게도 우리 애들에게도 제발
1334,위드코로나 그냥 전부다 한 번씩 걸리고 가볍게 지나가는게 목표아닐까싶은
1335,"📼
𝕷𝖊𝖙𝖔 8 : 𝕰𝖓𝖈𝖔𝖗𝖊

2021.11.20(토)
코엑스 메가박스 

× 티켓배부처: 쉑쉑버거 앞 에스컬레이터 부근 
× 상영관: 9관 (백신패스관)
× 1회차 13:00 / 2회차 15:00 
× 회차별 1시간전부터 티켓배부 / 20분전 입장
× 아직까지 최종 확정 메일을 받지 못하신 분은 즉시 메일로 문의 주세요. https://t.co/BHDHTk1yc3"
1336,"11월 25일 01시 (11월 24일 00시 기준),
대한민국의 코로나바이러스 현황

[오늘 사망자] 34 명
[재원 위중증] 586 명
[신규 입원자] 660 명
[오늘 확진자] 4,115 명

#위드_코로나 #단계적_일상회복
#코로나바이러스감염증 #국내확진자"
1337,"낼~ 듄 보러 가기로 함
백신패스관 처음 가봐요,,,, 
나 영화 볼 때 음료수만 마셔서 뭘 먹지는 않겠지만.."
1338,"확진자 왜 늘지??? 위드코로나라고 방역정책 안지키는거야?? 
이해가 안되네"
1339,"@eunara85 위드코로나가 코로나에 걸리잔 뜻이 아닌데 ;;
정신줄 놔버린듯"
1340,"신규 확진 4,116명 최다 경신..""수도권 비상계획 검토 상황"" | 다음뉴스 https://t.co/8B26H1V9M5 어러다 다시 위드코로나 해제하면 해제한다고 떠들겠지? 그치~ 기레기놈들아!!! 자영업자들 어떻게 하냐고 하면서!!!"
1341,토요일에 떡이 되어 첫차를 기다리는 사람들을 비집고 출근하는 심정 오랜만이네 위드 코로나 ^^
1342,"코로나19: 유럽 백신 패스 등 규제 반대 시위 거세져 https://t.co/NF2XqjohgU 벨기에, 오스트리아, 크로아티아, 이탈리아 등에서 봉쇄 조치에 반발한 수만 명의 시민이 거리로 나섰다."
1343,"Fighting Stigma :  수도권 코로나 병상 대기자 907명...""의료 확충 없이 위드 코로나 여파"" — 프레시안: 불평등끝장넷은 현재 상황을 두고 ""사실상 환자를 치료할 병상이 포화상태""에 들어섰다고 진단하고 ""요양병원과 요양시설이 코호트 격리에 들어가면서 집단 감염 ... https://t.co/ode4YNAHn3"
1344,@eto_ile_deneb 위드코로나라서 다닥다닥 붙어있네
1345,"'위드 코로나'시대 운동하는 법! 걷기·댄스·골프까지, 앱으로 합니다!  (출처 : 캐시워크 | 네이버 포스트) https://t.co/yohV421XyQ"
1346,"@melon #MMA2021 #MMA티켓이벤트
코로나 때문에 이번에 직관은 못하겠구나 싶었는데 이게 웬걸 위드코로나 생겨서 갈 수 있게 되다니!! 드디어 우리 오빠들 얼굴 볼 수 있는 기회가 생겨서 좋아요!! 그런데 돈이 없어서 못 가다니 얼마나 비극적입니까요… 방구석에서 봐도 재밌는 거 가서 보고 싶습니다"
1347,@MX_0514805 백신패스관 백신안맞아두 코로나검사결과만 있으면 드갈수있을걸여?? 😮😮😮
1348,몇달만에 목욕탕 갔다왔는데 백신패스 보여준 사람만 입장 가능하대서 안심하고 목욕하고 왓다! https://t.co/V7MC9sdZSv
1349,"@Ap_Epu 에.. 위드 코로나 시행했으니까,, 다음 수업은 대면수업으로 진행하도록 할게요"
1350,이럼서 위드코로나 ㅇㅈㄹ https://t.co/xOoweJCI1X
1351,"보고옵니당~
백신패스제 최고~ https://t.co/pZVj9fSKEv"
1352,"@TheBlueHouseKR 어제(21일) 생방송으로 진행된 ‘2021 국민과의 대화’에서 문재인 대통령이 국민께 드린 주요 답변을 전해드립니다.
문 대통령은 “단계적 일상회복에 들어가게 되어 아주 기쁘다”며 “임기가 6개월 남았는데 마지막까지 긴장을 놓지 않고 초심을 잃지 않고 열심히 하겠다”고 소회를 말했습니다. https://t.co/hREb5xr8hH"
1353,"연간 250억이라고 자랑하는 인간들 세금 거둬서 취업준비생들 비지니스 통번역학원 등록하면 
학원비 100%지원해주라고 하세요 위드코로나 시행했으니 손살보상은 끝났고, 살아남은 자영업자들은 부자인거고,
지나가는 껌 파는 할머니가 일이 끝나면 삐까뻔적한 스용차 끌고 건물도 있는 법인것이고,"
1354,"이재준 시장 ""내년 고양 세계태권도대회, 위드 코로나 극복 증명할 것"" | 다음 뉴스 https://t.co/qvmVZ1t9FH 

고양시가 기초자치단체중 확진자수 전국 최고일 듯.
고양시 방역이나 더 신경쓰시오."
1355,"작년?이 아니라 벌써 재작년이구나...입시 합격을 일찍했는데 하도 할게 없어서(사유:고삼이라 친한 친구들이 다 입시중)집 옆 헬스장 다님.
코로나로 쫑나긴 했지만...요즘 위드코로나하면서 다시 열었다던데 거기 다니면서 PT나 다시 받을까?"
1356,@JTBC_news 위드코로나 안 하고 다 틀어막으니까 죽겠다고 코로나 거리두기 느슨하게 하라고 할 때는 언제고. 의료진은 사람 아니고 기계냐. 병원에 병실이 넘쳐나냐? 코로나 바이러스 발생 이후로 다른 병은 질환은 다 사라졌냐? 코로나가 병원 병실 전세냈냐? 보자보자하니 ... 진짜 못 봐주겠네.
1357,@kiki__kat_ 헤헤 위드코로나라 손님들이 다 술먹으러가서 나름 한가해요!!! 감사합니댜🙇‍♀️
1358,코로나 재확산세에 '위드 코로나' 폐기하는 유럽..방역 강화 | 다음 뉴스 https://t.co/dubWS0kbgD
1359,"🚨다중이용시설에서의 방역패스•방역수칙 안내

✅백신패스 적용시설
✔유흥시설 : 접종완료자
✔실내체육시설•노래연습장•목욕장 : 접종완료자, PCR음성확인자, 만18세 이하 청소년, 의학적 사유에 의한 접종예외자 이용 가능
✔경마•경륜•경정, 카지노 :  접종완료자, PCR음성확인자 https://t.co/pNC4sBMMxJ"
1360,아니진짜 백신패스관 최악.... 시간대가 안맞아서 여기 왔는데 최악
1361,"'위드 코로나' 속 결혼식 올린 두 커플에 갈린 반응
https://t.co/cnUhjH7qRn"
1362,"💙💙

문 대통령이 꼽은 '위드 코로나' 3요소…내년 1분기 완료 전망
https://t.co/iCS9rVDbIa

'재난지원금' 홍남기 손 들어준 文대통령 ＂내각의 판단 신뢰＂
https://t.co/o5C6uwL1Qo

‘부스터샷’ 강조한 文대통령 “거리두기 강화 없으란 법 없다”
https://t.co/QXXnLxu1v4
https://t.co/iMQQjV1m1k"
1363,위드 코로나 시대의 여행지 장어구이&amp;조개구이 소라구이 참나무로 직화구이는 사전에 예약을 하시면 제공합니다. https://t.co/G0Af0HQ9Dw via @YouTube
1364,"고3접종으로 세 사람 죽었다니 안타깝기만 하다.
12~17세 접종완료율은 11.14 기준 6.2%다.
다행히도 학인연이 각 학교에 백신 실체와 부작용 실상,법적 문제를 알리는 자료를 보낸 노력이 헛되지 않다.
모두의 생명,자유,권리를 온전히 지키기 위해 백신패스 실체를 알고 반대하는 일이 시급하다."
1365,"@Juicy_Wave 본사방침은 그냥 권유고 지자체 공문 있을경우 거기 따를것, 단계적일상회복에따라 머그 확대라고 함"
1366,@nodaji19 뭐 이제 위드 코로나로 풀렸으니........ 근데 돈이 없지
1367,백신패스 빡세게 좀 조이자 ㅠ
1368,따하이 백신패스관 박아놨네 이거..
1369,위드코로나 제발 ㅠ https://t.co/fc3VFHFERu
1370,"""또 맞기 무서워""..백신 부작용에 부스터샷 접종 기피 '속출' | 다음뉴스 https://t.co/SJGMGmQ04E 
돌파감염 늘고, 위드 코로나로 중요성↑
백신, 몸살·저림·고열 등 부작용 다양해
""일상생활 지장 있어..꺼려지는 건 사실""
백신패스 '한시적'..""젊은 층은 '권고'만""
2021.11.19.
#문재인정부 #민주당"
1371,"2년만에 첨으로 코로나 검사받았당..
동생직장 회식이 확진자랑 동선이 겹쳐서 후..아무리 위드코로나라지만 꼬박꼬박 회식강요하고 결국 팀원포함 그 가족들까지 줄줄히 검사받게만듬"
1372,@gba_9u 벗게했으몀 데드코로나야 위드가아니라
1373,@sosori49 그렇긴한데 이제 백신도 다 맞았고 위드코로나라고 헛소리하는데 전면등교 풀꺼같진않음
1374,"아.맛.국,-여행과맛집 위드코로나 첫주말 3곳식당 자리가 없어 찿아간 의외의 한끼 저녁 (출처 : 예스온 | 네이버 포스트) https://t.co/CuKTX2F5xa"
1375,위드코로나 종료 되겠다노.. https://t.co/2KiYu3ZMCQ
1376,"위드코로나로 전국에서 모인 30년지기들, 건강하게 오래 보자~ https://t.co/01XHDd73fE"
1377,"@shin_jasmin @noname111882111 @LikeyouSamyu 위드코로나없애고 다시강화한다는 말이있어서 상황보고 해야할거같아요~
방역수칙 잘 지키며 해야죠 우리!!!"
1378,"[인턴액티브] 최전선은 '번아웃' 직전…의료인의 일상회복은 언제?
https://t.co/TVH7TUZ3eo

단계적 일상 회복(위드 코로나)으로 방역 체계가 전환된 후 코로나19 확진자 수가 증가하면서 방역 최전선의 의료인들이 숨 돌릴 틈 없이 바쁜 나날을 보내고 있다고 합니다. https://t.co/ggw1gQr1Pe"
1379,"""위중증 환자 병상 76.2%""…'위드 코로나' 중단 위기
https://t.co/2PhUFkEI9H"
1380,"'위드 코로나' 유럽, 확진자 치솟자 '봉쇄 조치' 재개 https://t.co/IUc0NNah70"
1381,느즈막히 내리기 전이라 그런지 전체 147석 중에 나까지 2명 예매해서 팝콘 사들고 백신패스관에서 듄 보기 https://t.co/HNSVjGUjbE
1382,"010.2406.2610  서울 강남 장안동 여성전용 호빠 오빠방 

24시간 카톡상담 가능 jun2406
010.2406.2610 
룸&amp;홀 동시구비

위드코로나로 지치신 여러분들 즐겁게 놀아요^^ 혼자 외로우신분들도 편안하게 오세요 고민은 하지마시고 연락주세요 

#서울호빠 #아빠방 #장안동호빠 #강남호빠 https://t.co/dSu540Jr8i"
1383,위드코로나로 60세이상 고령자 확진과 사망률이 높아지고있다.위드코로나도 잡놈들이 선거에 이용하는것같다.고령자들의 확진자와 사망자가 많을수록 잡놈들에게 엄청유리하다.사실살 우한코로나를 위드코리아란 미명아래 방치하고있다!
1384,이러자고 위드코로나 한거잖어 자기들이 풀어줘놓고 뭔 또 다 시민들탓임? ㅋㅋㅋ 호들갑은 지랄
1385,단계적 일상 회복-&gt; 코로나뿐만 아니라 지금 나한테 딱  필요한 말 같다
1386,무식한 정부야.. 위드코로나 대체 왜? Why 한 건지.. 알았잖아 이렇게 상황 반복될 거.. 알았잖아 백신 효과 없는 거. 정신 차리고 거리두기 계속하자 이렇게 반복 되는 것보단 확실하게 빨리 없애고 일상복귀하는 쪽이 더 빠르고 좋은 선택이 아닌가
1387,@vkepfmtlzk ㄴㅇㄱ 헐 아니면 백신 맞았으면 백신패스 한 공연이었다고..
1388,'위드 코로나' 전환에도 재확산 없는 포르투갈..비결은? | 다음 뉴스 https://t.co/4uytXSrq4y
1389,ㄹㅇ 애초부터 위드코로나 이런 단어 쓰지 말고 그냥 거리두기 단계 유지시키다가 확진자 줄어들즈음에 서서히 풀든가 해야 됐다니까…
1390,"..진짜 위드코로나라고 밖에서 신나게 놀아도 된다는게 아닌데!!!!!!
도르젠도 4열 잡은거 취소됐었는데..
내 덕질인생 순탄하지가 않아🥲 https://t.co/N2qbNx8pMt"
1391,사실 이제 확진자가 만명이 나와도 괜찮다. 중요한건 위중증이랑 사망자인데 위중증이 많으면 병상을 차지하니까 위드코로나가 실패가 될 가능성이. 근데 이제 경증이면 자택치료해야 하지 않나. 그리고 코로나환자가 병상을 다 차지하면 일반중환자는 그냥 기다리다 죽어야 한다. 아수라장이 될듯.
1392,"[트렌드 코리아 2022]  위드 코로나 시대, 10가지 트렌드 키워드 핵심 요약 https://t.co/r2GC3ELBRE 출처 @YouTube"
1393,"산소카페 청송군,  위드코로나 시대 힐링관광도시로 `명성` 얻어 https://t.co/dngzMSkdBb"
1394,"백신패스 쫌 이해안되는듯...
주변에 알러지나 수술 등으로 백신못맞고있는사람도많아서..."
